id,type,time,products,items,orders,employees,packages,customers
create_p-660118,create_package,2023-05-30T12:14:38,"Echo_Plus,Echo_Show_8,iPad_Air,iPad_Pro,iPhone_11,iPhone_X","i-880907,i-880964,i-880966,i-880969,i-880971,i-880973",,Detlef_Wetzeler,p-660118,
pick_i-880971,pick_item,2023-05-30T12:14:38,iPhone_X,i-880971,,Nina_Graves,,
pick_i-880937,pick_item,2023-05-30T12:16:54,Fire_Stick,i-880937,,Detlef_Wetzeler,,
deliver_p-660115,package_delivered,2023-05-30T12:30:09,"Echo,Echo_Dot,Echo_Show_5,Fire_Stick_4K,Kindle_Paperwhite,MacBook_Air,MacBook_Pro,iPad_Air","i-880494,i-880498,i-880523,i-880526,i-880702,i-880869,i-880917,i-880918,i-880919,i-880920,i-880936,i-880939",,Gyunam_Park,p-660115,
send_p-660117,send_package,2023-05-30T12:30:53,"Echo_Dot,iPad_mini,iPhone_11_Pro,iPhone_8,iPhone_X","i-880852,i-880858,i-880924,i-880926,i-880927,i-880928",,"Christopher_Schwanen,Yisong_Zhang",p-660117,
pick_i-880906,pick_item,2023-05-30T12:35:00,Echo_Show_8,i-880906,,Nina_Graves,,
pick_i-880707,pick_item,2023-05-30T12:37:06,iPhone_X,i-880707,,Christopher_Schwanen,,
pick_i-880974,pick_item,2023-05-30T12:59:30,Echo_Studio,i-880974,,Nina_Graves,,
deliver_p-660113,package_delivered,2023-05-30T13:01:03,"Echo_Plus,Echo_Studio,MacBook_Air,iPad_Pro,iPhone_11,iPhone_X","i-880554,i-880758,i-880830,i-880831,i-880832,i-880834,i-880910,i-880941",,Yisong_Zhang,p-660113,
confirm_o-990235,confirm_order,2023-05-30T13:08:18,"Echo_Show_5,Echo_Studio,Fire_Stick_4K,Kindle_Paperwhite,MacBook_Pro,iPad_Air","i-880974,i-880975,i-880976,i-880977,i-880978,i-880979,i-880980",o-990235,Christine_von_Dobbert,,SwissPeak_Timepieces_AG
pick_i-880922,pick_item,2023-05-30T13:12:37,iPad_Pro,i-880922,,Nina_Graves,,
place_o-990239,place_order,2023-05-30T13:17:26,"Echo,Fire_Stick_4K,iPhone_11_Pro","i-880992,i-880993,i-880994",o-990239,,,Celtica_Green_Farms_Oy
out_of_stock_i-880981,item_out_of_stock,2023-05-30T13:22:49,Fire_Stick_4K,i-880981,,Nina_Graves,,
out_of_stock_i-880965,item_out_of_stock,2023-05-30T13:31:06,Fire_Stick,i-880965,,Nina_Graves,,
pay_o-990123,pay_order,2023-05-30T13:33:38,"Echo_Show_8,iPhone_11_Pro","i-880514,i-880515",o-990123,,,
reorder_i-880884,reorder_item,2023-05-30T13:35:57,MacBook_Pro,i-880884,,Mahsa_Bafrani,,
out_of_stock_i-880930,item_out_of_stock,2023-05-30T13:36:46,iPhone_8,i-880930,,Benedikt_Knopp,,
confirm_o-990238,confirm_order,2023-05-30T13:48:08,"iPhone_8,iPhone_X","i-880990,i-880991",o-990238,Jan_Niklas_Adams,,Carpathian_Financial_Services_plc
confirm_o-990229,confirm_order,2023-05-30T13:50:47,"Fire_Stick,MacBook_Pro,iPad_mini,iPhone_X","i-880944,i-880945,i-880946,i-880947,i-880948",o-990229,Christine_von_Dobbert,,Danube_Pharmaceuticals_BV
fail_p-660111_36,failed_delivery,2023-05-30T13:54:08,iPhone_8,i-880803,,Viki_Peeva,p-660111,
reorder_i-880967,reorder_item,2023-05-30T13:57:02,Echo_Dot,i-880967,,Mahsa_Bafrani,,
send_p-660116,send_package,2023-05-30T13:57:52,"Echo_Plus,Echo_Show_5,Fire_Stick,Kindle,Kindle_Paperwhite,MacBook_Air,iPhone_11,iPhone_8,iPhone_X","i-880360,i-880433,i-880776,i-880859,i-880861,i-880881,i-880882,i-880883,i-880885,i-880933",,"Alessandro_Berti,Nina_Graves",p-660116,
pick_i-880905,pick_item,2023-05-30T14:08:39,Kindle_Paperwhite,i-880905,,Benedikt_Knopp,,
create_p-660119,create_package,2023-05-30T14:08:39,"Kindle_Paperwhite,iPad_Pro,iPhone_8,iPhone_X","i-880821,i-880902,i-880903,i-880905",,Mahsa_Bafrani,p-660119,
reorder_i-880880,reorder_item,2023-05-30T14:13:32,MacBook_Pro,i-880880,,Marco_Pegoraro,,
send_p-660119,send_package,2023-05-30T14:21:25,"Kindle_Paperwhite,iPad_Pro,iPhone_8,iPhone_X","i-880821,i-880902,i-880903,i-880905",,"Alessandro_Berti,Christopher_Schwanen",p-660119,
reorder_i-880962,reorder_item,2023-05-30T14:23:14,Echo_Show_5,i-880962,,Leah_Tacke_genannt_Unterberg,,
out_of_stock_i-880984,item_out_of_stock,2023-05-30T14:24:36,Fire_Stick,i-880984,,Nina_Graves,,
pay_o-990176,pay_order,2023-05-30T14:24:39,"Fire_Stick_4K,iPad","i-880726,i-880727",o-990176,,,
pick_i-880921,pick_item,2023-05-30T14:30:16,MacBook_Air,i-880921,,Christopher_Schwanen,,
pick_i-880874,pick_item,2023-05-30T14:35:30,Kindle_Paperwhite,i-880874,,Mahsa_Bafrani,,
confirm_o-990227,confirm_order,2023-05-30T14:37:07,"Echo,Echo_Dot,Fire_Stick,iPad_Air,iPad_Pro","i-880935,i-880936,i-880937,i-880938,i-880939",o-990227,Christine_von_Dobbert,,Iberian_Sun_Solaridades_SA
deliver_p-660114,package_delivered,2023-05-30T14:38:02,"Echo_Plus,Echo_Studio,Fire_Stick,MacBook_Pro,iPad,iPad_Pro","i-880570,i-880760,i-880763,i-880824,i-880827,i-880847,i-880848",,Yisong_Zhang,p-660114,
reorder_i-880965,reorder_item,2023-05-30T14:52:56,Fire_Stick,i-880965,,Benedikt_Knopp,,
place_o-990240,place_order,2023-05-30T14:52:57,"Echo_Plus,Echo_Show_5,Echo_Show_8,Fire_Stick,iPhone_11_Pro","i-880995,i-880996,i-880997,i-880998,i-880999",o-990240,,,Vesta_Fashion_House_GmbH
pick_i-880972,pick_item,2023-05-30T15:07:20,Kindle_Paperwhite,i-880972,,Benedikt_Knopp,,
confirm_o-990239,confirm_order,2023-05-30T15:15:54,"Echo,Fire_Stick_4K,iPhone_11_Pro","i-880992,i-880993,i-880994",o-990239,Istvan_Koren,,Celtica_Green_Farms_Oy
pick_i-880994,pick_item,2023-05-30T15:30:05,Fire_Stick_4K,i-880994,,Leah_Tacke_genannt_Unterberg,,
create_p-660120,create_package,2023-05-30T15:30:05,"Fire_Stick_4K,MacBook_Air,iPad_Air,iPad_Pro,iPhone_11,iPhone_11_Pro,iPhone_8,iPhone_X","i-880330,i-880584,i-880618,i-880837,i-880892,i-880894,i-880896,i-880922,i-880923",,Marco_Pegoraro,p-660120,
confirm_o-990223,confirm_order,2023-05-30T15:30:52,"Echo_Show_5,Fire_Stick_4K,MacBook_Air,MacBook_Pro,iPad_Pro","i-880916,i-880917,i-880918,i-880919,i-880920,i-880921",o-990223,Christine_von_Dobbert,,Iberian_Sun_Solaridades_SA
reorder_i-880938,reorder_item,2023-05-30T15:40:14,Echo_Dot,i-880938,,Christopher_Schwanen,,
confirm_o-990240,confirm_order,2023-05-30T16:03:34,"Echo_Plus,Echo_Show_5,Echo_Show_8,Fire_Stick,iPhone_11_Pro","i-880995,i-880996,i-880997,i-880998,i-880999",o-990240,Jan_Niklas_Adams,,Vesta_Fashion_House_GmbH
pick_i-880601,pick_item,2023-05-30T16:08:19,iPad_Pro,i-880601,,Marco_Pegoraro,,
reorder_i-880804,reorder_item,2023-05-30T16:47:48,Kindle_Paperwhite,i-880804,,Leah_Tacke_genannt_Unterberg,,
place_o-990241,place_order,2023-05-30T17:04:00,"Echo_Studio,Fire_Stick,MacBook_Air,iPhone_11,iPhone_11_Pro,iPhone_8","i-881000,i-881001,i-881002,i-881003,i-881004,i-881005",o-990241,,,Nordica_Systems_GmbH
pick_i-880950,pick_item,2023-05-30T18:20:34,Echo_Studio,i-880950,,Benedikt_Knopp,,
pick_i-881004,pick_item,2023-05-30T18:55:46,iPhone_11,i-881004,,Mahsa_Bafrani,,
pick_i-881000,pick_item,2023-05-30T19:31:48,Fire_Stick,i-881000,,Nina_Graves,,
place_o-990242,place_order,2023-05-30T19:44:11,"Echo_Show_8,Fire_Stick,Kindle_Paperwhite,iPad_Air","i-881006,i-881007,i-881008,i-881009",o-990242,,,Iberian_Sun_Solaridades_SA
place_o-990243,place_order,2023-05-31T04:26:03,"Echo_Show_8,iPad","i-881010,i-881011,i-881012",o-990243,,,Baltic_Wave_Energies_Ltd.
pick_i-880978,pick_item,2023-05-31T06:09:57,Fire_Stick_4K,i-880978,,Detlef_Wetzeler,,
confirm_o-990241,confirm_order,2023-05-31T06:12:24,"Echo_Studio,Fire_Stick,MacBook_Air,iPhone_11,iPhone_11_Pro,iPhone_8","i-881000,i-881001,i-881002,i-881003,i-881004,i-881005",o-990241,Wil_van_der_Aalst,,Nordica_Systems_GmbH
out_of_stock_i-880846,item_out_of_stock,2023-05-31T06:45:58,iPad_Pro,i-880846,,Marco_Pegoraro,,
pay_o-990215,pay_order,2023-05-31T06:56:55,"Echo_Plus,Kindle_Paperwhite,MacBook_Pro,iPhone_8,iPhone_X","i-880879,i-880880,i-880881,i-880882,i-880883,i-880884,i-880885",o-990215,,,
pay_o-990189,pay_order,2023-05-31T07:00:53,"Echo_Plus,Echo_Studio","i-880779,i-880780",o-990189,,,
fail_p-660117_37,failed_delivery,2023-05-31T07:23:44,"Echo_Dot,iPad_mini,iPhone_11_Pro,iPhone_8,iPhone_X","i-880852,i-880858,i-880924,i-880926,i-880927,i-880928",,Yisong_Zhang,p-660117,
pick_i-880995,pick_item,2023-05-31T07:31:10,iPhone_11_Pro,i-880995,,Leah_Tacke_genannt_Unterberg,,
pick_i-880968,pick_item,2023-05-31T07:31:16,Kindle,i-880968,,Mahsa_Bafrani,,
pick_i-880673,pick_item,2023-05-31T07:32:02,iPad_Air,i-880673,,Mahsa_Bafrani,,
send_p-660120,send_package,2023-05-31T07:37:13,"Fire_Stick_4K,MacBook_Air,iPad_Air,iPad_Pro,iPhone_11,iPhone_11_Pro,iPhone_8,iPhone_X","i-880330,i-880584,i-880618,i-880837,i-880892,i-880894,i-880896,i-880922,i-880923",,"Detlef_Wetzeler,Eduardo_Goulart_Rocha",p-660120,
pick_i-880997,pick_item,2023-05-31T07:37:48,Echo_Show_8,i-880997,,Mahsa_Bafrani,,
create_p-660121,create_package,2023-05-31T07:37:48,"Echo_Show_8,Echo_Studio,Fire_Stick_4K,MacBook_Pro,iPad,iPad_Pro","i-880202,i-880953,i-880956,i-880957,i-880974,i-880978,i-880979",,Mahsa_Bafrani,p-660121,
pick_i-880672,pick_item,2023-05-31T07:47:14,Echo_Show_8,i-880672,,Nina_Graves,,
pick_i-880909,pick_item,2023-05-31T07:47:43,iPhone_X,i-880909,,Benedikt_Knopp,,
deliver_p-660117,package_delivered,2023-05-31T07:51:08,"Echo_Dot,iPad_mini,iPhone_11_Pro,iPhone_8,iPhone_X","i-880852,i-880858,i-880924,i-880926,i-880927,i-880928",,Yisong_Zhang,p-660117,
confirm_o-990242,confirm_order,2023-05-31T07:54:41,"Echo_Show_8,Fire_Stick,Kindle_Paperwhite,iPad_Air","i-881006,i-881007,i-881008,i-881009",o-990242,Mara_Nitschke,,Iberian_Sun_Solaridades_SA
reorder_i-880958,reorder_item,2023-05-31T07:57:15,iPhone_8,i-880958,,Nina_Graves,,
deliver_p-660119,package_delivered,2023-05-31T07:57:29,"Kindle_Paperwhite,iPad_Pro,iPhone_8,iPhone_X","i-880821,i-880902,i-880903,i-880905",,Alessandro_Berti,p-660119,
pick_i-881006,pick_item,2023-05-31T07:59:45,Fire_Stick,i-881006,,Leah_Tacke_genannt_Unterberg,,
place_o-990244,place_order,2023-05-31T08:04:45,"Fire_Stick,iPad_mini","i-881013,i-881014",o-990244,,,Eastern_Oak_Insurance_Zrt.
pick_i-880932,pick_item,2023-05-31T08:40:56,Echo_Show_5,i-880932,,Leah_Tacke_genannt_Unterberg,,
fail_p-660116_38,failed_delivery,2023-05-31T08:41:08,"Echo_Plus,Echo_Show_5,Fire_Stick,Kindle,Kindle_Paperwhite,MacBook_Air,iPhone_11,iPhone_8,iPhone_X","i-880360,i-880433,i-880776,i-880859,i-880861,i-880881,i-880882,i-880883,i-880885,i-880933",,Alessandro_Berti,p-660116,
pick_i-880931,pick_item,2023-05-31T08:41:12,Fire_Stick,i-880931,,Nina_Graves,,
pay_o-990219,pay_order,2023-05-31T08:41:12,"Kindle_Paperwhite,iPad_Air,iPhone_8,iPhone_X","i-880901,i-880902,i-880903,i-880904,i-880905",o-990219,,,
pick_i-880876,pick_item,2023-05-31T08:50:07,Echo,i-880876,,Benedikt_Knopp,,
pay_o-990222,pay_order,2023-05-31T08:55:08,"Echo_Studio,Fire_Stick,iPhone_11,iPhone_X","i-880910,i-880911,i-880912,i-880913,i-880914,i-880915",o-990222,,,
reminder_o-990122_23,payment_reminder,2023-05-31T08:56:13,"Fire_Stick,MacBook_Pro,iPad_Air","i-880511,i-880512,i-880513",o-990122,,,
create_p-660122,create_package,2023-05-31T09:17:12,"Echo,Kindle,Kindle_Paperwhite,iPad,iPad_Pro,iPad_mini,iPhone_8","i-880601,i-880867,i-880873,i-880874,i-880876,i-880887,i-880889",,Leah_Tacke_genannt_Unterberg,p-660122,
pick_i-880889,pick_item,2023-05-31T09:17:12,Kindle,i-880889,,Christopher_Schwanen,,
pick_i-880862,pick_item,2023-05-31T09:19:45,Echo_Show_5,i-880862,,Benedikt_Knopp,,
pick_i-880955,pick_item,2023-05-31T09:21:10,iPhone_X,i-880955,,Leah_Tacke_genannt_Unterberg,,
place_o-990245,place_order,2023-05-31T09:27:35,"Kindle_Paperwhite,iPad_Pro,iPhone_11","i-881015,i-881016,i-881017",o-990245,,,Celtica_Green_Farms_Oy
pick_i-880947,pick_item,2023-05-31T09:27:45,iPhone_X,i-880947,,Nina_Graves,,
pick_i-881012,pick_item,2023-05-31T09:31:04,Echo_Show_8,i-881012,,Mahsa_Bafrani,,
pick_i-881015,pick_item,2023-05-31T09:32:46,iPhone_11,i-881015,,Mahsa_Bafrani,,
reorder_i-880814,reorder_item,2023-05-31T09:34:54,MacBook_Air,i-880814,,Detlef_Wetzeler,,
confirm_o-990243,confirm_order,2023-05-31T09:35:18,"Echo_Show_8,iPad","i-881010,i-881011,i-881012",o-990243,Wil_van_der_Aalst,,Baltic_Wave_Energies_Ltd.
pick_i-880962,pick_item,2023-05-31T09:57:53,Echo_Show_5,i-880962,,Christopher_Schwanen,,
pick_i-881009,pick_item,2023-05-31T10:01:27,Kindle_Paperwhite,i-881009,,Benedikt_Knopp,,
create_p-660123,create_package,2023-05-31T10:01:27,"Echo_Plus,Fire_Stick,MacBook_Air,MacBook_Pro,iPad_mini,iPhone_11_Pro,iPhone_X","i-880784,i-880785,i-880899,i-880944,i-880945,i-880946,i-880947,i-880948",,Detlef_Wetzeler,p-660123,
pick_i-880985,pick_item,2023-05-31T10:03:08,Echo_Plus,i-880985,,Mahsa_Bafrani,,
pick_i-880361,pick_item,2023-05-31T10:08:53,iPad_Air,i-880361,,Christopher_Schwanen,,
pick_i-881005,pick_item,2023-05-31T10:13:59,iPhone_8,i-881005,,Detlef_Wetzeler,,
pick_i-880853,pick_item,2023-05-31T10:28:33,Echo_Dot,i-880853,,Nina_Graves,,
pay_o-990221,pay_order,2023-05-31T10:39:48,"iPhone_11,iPhone_X","i-880908,i-880909",o-990221,,,
deliver_p-660112,package_delivered,2023-05-31T10:42:38,"Echo,MacBook_Air,iPhone_11","i-880793,i-880844,i-880878,i-880908",,Gyunam_Park,p-660112,
send_p-660121,send_package,2023-05-31T10:46:35,"Echo_Show_8,Echo_Studio,Fire_Stick_4K,MacBook_Pro,iPad,iPad_Pro","i-880202,i-880953,i-880956,i-880957,i-880974,i-880978,i-880979",,"Alessandro_Berti,Benedikt_Knopp",p-660121,
pick_i-880977,pick_item,2023-05-31T10:46:44,Echo_Show_5,i-880977,,Mahsa_Bafrani,,
pick_i-880904,pick_item,2023-05-31T11:02:29,iPad_Air,i-880904,,Leah_Tacke_genannt_Unterberg,,
pick_i-880998,pick_item,2023-05-31T11:05:25,Echo_Plus,i-880998,,Christopher_Schwanen,,
confirm_o-990244,confirm_order,2023-05-31T11:07:20,"Fire_Stick,iPad_mini","i-881013,i-881014",o-990244,Mara_Nitschke,,Eastern_Oak_Insurance_Zrt.
place_o-990246,place_order,2023-05-31T11:13:16,"Echo_Show_8,MacBook_Pro,iPad_Pro,iPhone_8","i-881018,i-881019,i-881020,i-881021,i-881022",o-990246,,,Iberian_Sun_Solaridades_SA
create_p-660124,create_package,2023-05-31T11:14:18,"Echo_Show_8,Echo_Studio,Fire_Stick,Kindle,iPad,iPad_Air","i-880672,i-880673,i-880841,i-880843,i-880950,i-880951,i-880952,i-880986",,Mahsa_Bafrani,p-660124,
pick_i-880999,pick_item,2023-05-31T11:14:18,Echo_Show_5,i-880999,,Leah_Tacke_genannt_Unterberg,,
pick_i-881008,pick_item,2023-05-31T11:19:01,iPad_Air,i-881008,,Leah_Tacke_genannt_Unterberg,,
send_p-660118,send_package,2023-05-31T11:19:15,"Echo_Plus,Echo_Show_8,iPad_Air,iPad_Pro,iPhone_11,iPhone_X","i-880907,i-880964,i-880966,i-880969,i-880971,i-880973",,"Eduardo_Goulart_Rocha,Mahsa_Bafrani",p-660118,
pick_i-880820,pick_item,2023-05-31T11:22:50,Echo_Show_8,i-880820,,Christopher_Schwanen,,
pick_i-881019,pick_item,2023-05-31T11:30:23,MacBook_Pro,i-881019,,Detlef_Wetzeler,,
deliver_p-660118,package_delivered,2023-05-31T11:31:54,"Echo_Plus,Echo_Show_8,iPad_Air,iPad_Pro,iPhone_11,iPhone_X","i-880907,i-880964,i-880966,i-880969,i-880971,i-880973",,Eduardo_Goulart_Rocha,p-660118,
pick_i-880992,pick_item,2023-05-31T11:38:06,iPhone_11_Pro,i-880992,,Mahsa_Bafrani,,
pick_i-880715,pick_item,2023-05-31T12:05:03,Echo_Plus,i-880715,,Marco_Pegoraro,,
confirm_o-990217,confirm_order,2023-05-31T12:07:52,"Fire_Stick,Kindle,iPad,iPhone_11,iPhone_11_Pro,iPhone_8","i-880891,i-880892,i-880893,i-880894,i-880895,i-880896",o-990217,Wil_van_der_Aalst,,Nordica_Systems_GmbH
deliver_p-660110,package_delivered,2023-05-31T12:13:36,Echo_Studio,i-880780,,Gyunam_Park,p-660110,
pick_i-881003,pick_item,2023-05-31T12:21:13,Echo_Studio,i-881003,,Marco_Pegoraro,,
pick_i-881001,pick_item,2023-05-31T12:23:37,iPhone_11_Pro,i-881001,,Nina_Graves,,
pick_i-880991,pick_item,2023-05-31T12:35:28,iPhone_8,i-880991,,Christopher_Schwanen,,
create_p-660125,create_package,2023-05-31T12:35:28,"Fire_Stick_4K,MacBook_Pro,iPhone_X","i-880534,i-880845,i-880909",,Benedikt_Knopp,p-660125,
pick_i-881007,pick_item,2023-05-31T12:36:10,Echo_Show_8,i-881007,,Nina_Graves,,
pay_o-990212,pay_order,2023-05-31T12:38:06,"MacBook_Pro,iPad,iPad_mini,iPhone_X","i-880870,i-880871,i-880872,i-880873",o-990212,,,
confirm_o-990245,confirm_order,2023-05-31T12:42:55,"Kindle_Paperwhite,iPad_Pro,iPhone_11","i-881015,i-881016,i-881017",o-990245,Istvan_Koren,,Celtica_Green_Farms_Oy
place_o-990247,place_order,2023-05-31T12:44:37,"Echo_Studio,iPad_Pro,iPad_mini,iPhone_11_Pro","i-881023,i-881024,i-881025,i-881026,i-881027",o-990247,,,Iberian_Sun_Solaridades_SA
confirm_o-990246,confirm_order,2023-05-31T12:46:43,"Echo_Show_8,MacBook_Pro,iPad_Pro,iPhone_8","i-881018,i-881019,i-881020,i-881021,i-881022",o-990246,Christine_von_Dobbert,,Iberian_Sun_Solaridades_SA
pick_i-880988,pick_item,2023-05-31T12:51:16,Echo_Studio,i-880988,,Mahsa_Bafrani,,
reminder_o-990128_24,payment_reminder,2023-05-31T12:51:25,iPhone_11_Pro,"i-880531,i-880532",o-990128,,,
pick_i-881016,pick_item,2023-05-31T12:53:01,Kindle_Paperwhite,i-881016,,Mahsa_Bafrani,,
create_p-660126,create_package,2023-05-31T12:53:01,iPhone_8,i-880802,,Detlef_Wetzeler,p-660126,
pay_o-990104,pay_order,2023-05-31T12:55:08,"Echo,Echo_Plus,MacBook_Air,iPad_Pro,iPhone_11,iPhone_11_Pro","i-880440,i-880441,i-880442,i-880443,i-880444,i-880445",o-990104,,,
deliver_p-660116,package_delivered,2023-05-31T13:13:36,"Echo_Plus,Echo_Show_5,Fire_Stick,Kindle,Kindle_Paperwhite,MacBook_Air,iPhone_11,iPhone_8,iPhone_X","i-880360,i-880433,i-880776,i-880859,i-880861,i-880881,i-880882,i-880883,i-880885,i-880933",,Alessandro_Berti,p-660116,
reminder_o-990129_25,payment_reminder,2023-05-31T13:35:09,"Fire_Stick,Fire_Stick_4K,MacBook_Pro,iPhone_11","i-880533,i-880534,i-880535,i-880536",o-990129,,,
pick_i-880993,pick_item,2023-05-31T13:38:13,Echo,i-880993,,Nina_Graves,,
create_p-660127,create_package,2023-05-31T13:38:13,"Echo_Studio,Fire_Stick,iPad_Air,iPhone_X","i-880911,i-880913,i-880915,i-880943",,Nina_Graves,p-660127,
pick_i-880857,pick_item,2023-05-31T14:02:14,MacBook_Pro,i-880857,,Christopher_Schwanen,,
pick_i-880970,pick_item,2023-05-31T14:04:33,Echo_Studio,i-880970,,Detlef_Wetzeler,,
pick_i-880967,pick_item,2023-05-31T14:07:38,Echo_Dot,i-880967,,Nina_Graves,,
pick_i-881002,pick_item,2023-05-31T14:07:40,MacBook_Air,i-881002,,Leah_Tacke_genannt_Unterberg,,
create_p-660128,create_package,2023-05-31T14:07:40,"Echo_Plus,Echo_Show_5,Echo_Studio,Kindle_Paperwhite,iPhone_11_Pro,iPhone_8","i-880751,i-880779,i-880959,i-880962,i-880963,i-880991",,Marco_Pegoraro,p-660128,
confirm_o-990237,confirm_order,2023-05-31T14:11:23,"Echo_Studio,Fire_Stick,iPad_mini,iPhone_11_Pro","i-880986,i-880987,i-880988,i-880989",o-990237,Wil_van_der_Aalst,,Mediterranea_Luxury_Cruises_S.p.A.
pay_o-990063,pay_order,2023-05-31T14:15:34,"Echo,Fire_Stick","i-880269,i-880270",o-990063,,,
out_of_stock_i-880879,item_out_of_stock,2023-05-31T14:26:31,MacBook_Pro,i-880879,,Marco_Pegoraro,,
pick_i-880949,pick_item,2023-05-31T14:27:11,Echo,i-880949,,Christopher_Schwanen,,
pick_i-880434,pick_item,2023-05-31T14:33:53,iPad,i-880434,,Christopher_Schwanen,,
fail_p-660111_39,failed_delivery,2023-05-31T14:45:53,iPhone_8,i-880803,,Viki_Peeva,p-660111,
place_o-990248,place_order,2023-05-31T14:47:20,"Fire_Stick_4K,MacBook_Pro,iPhone_8","i-881028,i-881029,i-881030",o-990248,,,AlpenTech_Innovations_AG
confirm_o-990247,confirm_order,2023-05-31T15:01:20,"Echo_Studio,iPad_Pro,iPad_mini,iPhone_11_Pro","i-881023,i-881024,i-881025,i-881026,i-881027",o-990247,Christine_von_Dobbert,,Iberian_Sun_Solaridades_SA
pay_o-990234,pay_order,2023-05-31T15:27:29,"Echo_Dot,Echo_Plus,Echo_Show_8,Echo_Studio,Fire_Stick,Kindle,Kindle_Paperwhite,iPad_Air,iPhone_11,iPhone_X","i-880964,i-880965,i-880966,i-880967,i-880968,i-880969,i-880970,i-880971,i-880972,i-880973",o-990234,,,
pay_o-990128,pay_order,2023-05-31T16:29:27,iPhone_11_Pro,"i-880531,i-880532",o-990128,,,
pick_i-880769,pick_item,2023-05-31T16:43:16,Kindle_Paperwhite,i-880769,,Christopher_Schwanen,,
place_o-990249,place_order,2023-05-31T16:52:46,"Kindle_Paperwhite,MacBook_Air,iPhone_X","i-881031,i-881032,i-881033,i-881034",o-990249,,,Carpathian_Financial_Services_plc
send_p-660124,send_package,2023-05-31T17:07:55,"Echo_Show_8,Echo_Studio,Fire_Stick,Kindle,iPad,iPad_Air","i-880672,i-880673,i-880841,i-880843,i-880950,i-880951,i-880952,i-880986",,"Christopher_Schwanen,Gyunam_Park",p-660124,
pick_i-881024,pick_item,2023-05-31T17:19:06,iPad_mini,i-881024,,Christopher_Schwanen,,
pick_i-880800,pick_item,2023-05-31T18:47:10,iPad_Air,i-880800,,Detlef_Wetzeler,,
reorder_i-880984,reorder_item,2023-05-31T18:56:54,Fire_Stick,i-880984,,Leah_Tacke_genannt_Unterberg,,
out_of_stock_i-881031,item_out_of_stock,2023-05-31T18:58:08,MacBook_Air,i-881031,,Marco_Pegoraro,,
place_o-990250,place_order,2023-05-31T20:14:29,"Fire_Stick_4K,iPad_mini,iPhone_11_Pro","i-881035,i-881036,i-881037",o-990250,,,Iberian_Sun_Solaridades_SA
place_o-990251,place_order,2023-06-01T06:17:09,"Echo_Show_8,iPhone_X","i-881038,i-881039,i-881040",o-990251,,,SwissPeak_Timepieces_AG
fail_p-660120_40,failed_delivery,2023-06-01T06:41:38,"Fire_Stick_4K,MacBook_Air,iPad_Air,iPad_Pro,iPhone_11,iPhone_11_Pro,iPhone_8,iPhone_X","i-880330,i-880584,i-880618,i-880837,i-880892,i-880894,i-880896,i-880922,i-880923",,Eduardo_Goulart_Rocha,p-660120,
create_p-660129,create_package,2023-06-01T06:56:36,MacBook_Pro,i-880568,,Leah_Tacke_genannt_Unterberg,p-660129,
pick_i-880914,pick_item,2023-06-01T06:56:36,Echo_Studio,i-880914,,Nina_Graves,,
fail_p-660124_41,failed_delivery,2023-06-01T07:12:18,"Echo_Show_8,Echo_Studio,Fire_Stick,Kindle,iPad,iPad_Air","i-880672,i-880673,i-880841,i-880843,i-880950,i-880951,i-880952,i-880986",,Gyunam_Park,p-660124,
send_p-660123,send_package,2023-06-01T07:18:47,"Echo_Plus,Fire_Stick,MacBook_Air,MacBook_Pro,iPad_mini,iPhone_11_Pro,iPhone_X","i-880784,i-880785,i-880899,i-880944,i-880945,i-880946,i-880947,i-880948",,"Gyunam_Park,Leah_Tacke_genannt_Unterberg",p-660123,
pick_i-880860,pick_item,2023-06-01T07:44:10,MacBook_Air,i-880860,,Marco_Pegoraro,,
create_p-660130,create_package,2023-06-01T07:44:10,"Echo_Plus,Echo_Show_8,Fire_Stick,Fire_Stick_4K,Kindle_Paperwhite,MacBook_Air,MacBook_Pro,iPad_Air,iPad_Pro,iPad_mini,iPhone_X","i-880707,i-880916,i-880921,i-880937,i-880982,i-880983,i-880985,i-881006,i-881007,i-881008,i-881009,i-881019,i-881024",,Marco_Pegoraro,p-660130,
fail_p-660123_42,failed_delivery,2023-06-01T07:46:19,"Echo_Plus,Fire_Stick,MacBook_Air,MacBook_Pro,iPad_mini,iPhone_11_Pro,iPhone_X","i-880784,i-880785,i-880899,i-880944,i-880945,i-880946,i-880947,i-880948",,Gyunam_Park,p-660123,
pick_i-880942,pick_item,2023-06-01T07:47:37,Fire_Stick,i-880942,,Leah_Tacke_genannt_Unterberg,,
reorder_i-880925,reorder_item,2023-06-01T07:53:40,Echo_Show_8,i-880925,,Christopher_Schwanen,,
place_o-990252,place_order,2023-06-01T08:13:49,"Echo_Plus,Fire_Stick,Kindle_Paperwhite,iPad_Air,iPad_Pro","i-881041,i-881042,i-881043,i-881044,i-881045",o-990252,,,Pantheon_Art_Gallery_Kft.
pick_i-881017,pick_item,2023-06-01T08:16:58,iPad_Pro,i-881017,,Nina_Graves,,
pick_i-880961,pick_item,2023-06-01T08:20:50,Echo_Studio,i-880961,,Christopher_Schwanen,,
out_of_stock_i-881011,item_out_of_stock,2023-06-01T08:37:22,iPad,i-881011,,Mahsa_Bafrani,,
